creator_id,creator_name,email,category,subcategory,country_code,currency_code,plan_type,is_nsfw,is_verified,created_at,first_pledge_received_at,last_post_at,status
cr_0044,Henderson Hill and Smith,creator44@walsh.com,writing,newsletters,SE,EUR,premium,False,True,2021-02-10 00:00:00,2023-02-25 00:00:00,2024-12-14 00:00:00,active
cr_0045,Ramos Thornton and Hoffman,creator45@jones.com,visual_art,animation,NL,EUR,premium,False,False,2022-07-05 00:00:00,2023-02-20 00:00:00,2024-11-24 00:00:00,active
cr_0046,Johnson Wood and Tran,creator46@anderson-parker.com,video,vlogs,GB,USD,pro,False,True,2022-06-05 00:00:00,2023-02-14 00:00:00,2024-12-22 00:00:00,active
cr_0047,Clark-Wright,creator47@gomez.biz,podcasts,true_crime,AU,USD,pro,False,True,2021-03-12 00:00:00,2023-02-25 00:00:00,2024-12-13 00:00:00,active
cr_0048,Brady Frost and Young,creator48@cherry.biz,video,vlogs,DE,EUR,pro,False,True,2021-08-09 00:00:00,2023-02-10 00:00:00,2024-12-24 00:00:00,active
cr_0049,White Creative,creator49@pham-shields.com,video,tutorials,AU,USD,pro,False,False,2021-12-07 00:00:00,2023-01-28 00:00:00,2024-12-04 00:00:00,active
cr_0050,Moore-Haynes,creator50@brennan-garrison.com,podcasts,interviews,NO,NOK,pro,True,False,2021-01-11 00:00:00,2023-02-04 00:00:00,2024-12-27 00:00:00,active
cr_0051,Velasquez Group,creator51@torres-pope.com,writing,fiction,DE,EUR,pro,False,True,2021-08-09 00:00:00,2023-02-26 00:00:00,2024-10-16 00:00:00,active
cr_0052,Johnson and Sons,creator52@murphy-lin.com,podcasts,true_crime,SE,EUR,premium,False,False,2021-04-11 00:00:00,2023-02-09 00:00:00,2024-12-24 00:00:00,active
cr_0053,May-Ross,creator53@rivera.com,education,music_lessons,FR,EUR,premium,True,True,2022-03-07 00:00:00,2023-04-09 00:00:00,2024-11-15 00:00:00,active
cr_0054,Carpenter Creative,creator54@rodriguez.com,podcasts,true_crime,DE,EUR,pro,False,False,2021-06-10 00:00:00,2023-03-03 00:00:00,2024-10-28 00:00:00,active
cr_0055,Hartman Graham and Joyce,creator55@cruz.com,podcasts,interviews,DE,EUR,pro,False,True,2021-04-11 00:00:00,2023-03-12 00:00:00,2024-12-03 00:00:00,active
cr_0056,Williams-Graham,creator56@frost.com,video,gaming,AU,USD,pro,False,True,2022-03-07 00:00:00,2023-01-15 00:00:00,2024-12-11 00:00:00,active
cr_0057,Reynolds-Rush,creator57@hanson-alvarado.com,visual_art,digital_illustration,AU,USD,premium,False,False,2022-03-07 00:00:00,2023-02-14 00:00:00,2024-12-27 00:00:00,active
cr_0058,Mccullough Hunter and Estrada,creator58@powell-phillips.com,writing,poetry,GB,USD,pro,False,False,2021-08-09 00:00:00,2023-02-02 00:00:00,2024-10-13 00:00:00,active
cr_0059,Fisher Group,creator59@adkins.biz,writing,poetry,US,USD,lite,False,True,2022-05-06 00:00:00,2023-02-07 00:00:00,2024-11-18 00:00:00,active
cr_0060,Bass Torres and Clark,creator60@lawson.com,podcasts,comedy,GB,USD,pro,False,True,2021-06-10 00:00:00,2023-01-28 00:00:00,2024-12-18 00:00:00,active
cr_0061,Kennedy Santana and Flynn,creator61@hopkins.net,education,programming,NO,NOK,pro,False,True,2021-10-08 00:00:00,2023-02-05 00:00:00,2024-12-27 00:00:00,active
cr_0062,Schultz Rogers and Cardenas,creator62@chambers.com,education,languages,NL,EUR,premium,False,True,2021-07-10 00:00:00,2023-02-15 00:00:00,2024-12-25 00:00:00,active
cr_0063,Johnson and Sons,creator63@carr-mack.info,podcasts,history,US,USD,premium,False,True,2022-05-06 00:00:00,2023-01-22 00:00:00,2024-12-05 00:00:00,active
cr_0064,Mercado-Johnston,creator64@horton.com,visual_art,photography,US,USD,premium,False,True,2022-03-07 00:00:00,2023-01-26 00:00:00,2024-12-20 00:00:00,active
cr_0065,Osborne and Sons,creator65@brock.net,video,tech,SE,EUR,pro,False,True,2021-04-11 00:00:00,2023-03-22 00:00:00,2024-10-18 00:00:00,active
cr_0066,Williams-Wright,creator66@bryant.net,podcasts,history,SE,EUR,pro,False,False,2021-01-11 00:00:00,2023-02-09 00:00:00,2024-12-28 00:00:00,active
cr_0067,Larson Dodson and Vance,creator67@briggs.net,visual_art,photography,DE,EUR,pro,False,True,2021-04-11 00:00:00,2023-02-06 00:00:00,2024-12-20 00:00:00,active
cr_0068,Merritt-Manning,creator68@cole-walton.com,podcasts,history,SE,EUR,pro,False,False,2021-04-11 00:00:00,2023-01-17 00:00:00,2024-12-21 00:00:00,active
cr_0069,Washington Allen and Gonzales,creator69@mitchell.net,games,lets_plays,CA,USD,premium,False,True,2022-03-07 00:00:00,2023-01-31 00:00:00,2024-12-07 00:00:00,active
cr_0070,Taylor and Sons,creator70@benson-mccarthy.com,podcasts,true_crime,US,USD,pro,False,False,2021-08-09 00:00:00,2023-02-24 00:00:00,2024-12-16 00:00:00,active
cr_0071,Russell-Daniels,creator71@brown-wall.biz,podcasts,true_crime,DE,EUR,pro,False,True,2022-06-05 00:00:00,2023-02-17 00:00:00,2024-12-24 00:00:00,active
cr_0072,Shah Smith and Gilmore,creator72@james.biz,writing,journalism,ES,EUR,lite,False,True,2021-03-12 00:00:00,2023-02-10 00:00:00,2024-12-27 00:00:00,active
cr_0073,Medina-Navarro,creator73@hurst.info,podcasts,history,FR,EUR,premium,False,True,2021-08-09 00:00:00,2023-02-21 00:00:00,2024-12-19 00:00:00,active
cr_0074,Price Ltd,creator74@yates.com,video,tech,GB,USD,pro,False,True,2021-07-10 00:00:00,2023-02-04 00:00:00,2024-12-22 00:00:00,active
cr_0075,Ferguson Meadows and Vargas,creator75@johnson.info,podcasts,history,US,USD,premium,False,True,2022-01-06 00:00:00,2023-02-05 00:00:00,2024-12-14 00:00:00,active
cr_0076,Williams Group,creator76@lewis-murphy.biz,visual_art,digital_illustration,FR,EUR,pro,False,False,2022-07-05 00:00:00,2023-01-29 00:00:00,2024-12-26 00:00:00,active
cr_0077,Walton-Decker,creator77@conley-ruiz.net,visual_art,photography,FR,EUR,lite,False,True,2021-04-11 00:00:00,2023-02-05 00:00:00,2024-12-21 00:00:00,active
cr_0078,Cooke Creative,creator78@santos.com,education,programming,SE,EUR,pro,False,False,2021-02-10 00:00:00,2023-02-10 00:00:00,2024-11-21 00:00:00,active
cr_0079,Herring and Sons,creator79@howell.com,education,music_lessons,ES,EUR,pro,False,False,2021-04-11 00:00:00,2023-01-19 00:00:00,2024-09-17 00:00:00,active
cr_0080,Caldwell-Elliott,creator80@marshall.com,music,lessons,NO,NOK,pro,False,True,2021-12-07 00:00:00,2023-03-02 00:00:00,2024-12-24 00:00:00,active
cr_0081,Obrien Ltd,creator81@wilson.com,visual_art,animation,SE,EUR,pro,False,True,2022-03-07 00:00:00,2023-03-11 00:00:00,2024-12-11 00:00:00,active
cr_0082,Johnson Collins and Byrd,creator82@sanders-espinoza.com,video,tech,CA,USD,premium,False,False,2021-07-10 00:00:00,2023-02-16 00:00:00,2024-12-08 00:00:00,active
cr_0083,Vaughn Burton and Garcia,creator83@jefferson-burke.com,visual_art,comics,NL,EUR,premium,False,True,2021-10-08 00:00:00,2023-02-05 00:00:00,2024-11-15 00:00:00,active
cr_0084,Patton Reed and Patterson,creator84@jones-holland.com,video,gaming,GB,USD,lite,False,True,2022-07-05 00:00:00,2023-03-08 00:00:00,2024-12-19 00:00:00,active
cr_0085,Short-Garcia,creator85@reid-poole.com,video,gaming,US,USD,pro,False,True,2021-03-12 00:00:00,2023-03-01 00:00:00,2024-12-20 00:00:00,active
cr_0086,Thompson-Boyd,creator86@nelson.info,podcasts,true_crime,DE,EUR,lite,False,True,2021-03-12 00:00:00,2023-02-15 00:00:00,2024-12-26 00:00:00,active
cr_0087,Graham-Simon,creator87@morris-sanchez.com,education,programming,NO,NOK,pro,False,True,2021-10-08 00:00:00,2023-02-08 00:00:00,2024-12-09 00:00:00,active
cr_0088,Keith-Sanchez,creator88@hudson-barnett.com,video,tech,AU,USD,pro,False,True,2021-07-10 00:00:00,2023-02-28 00:00:00,2024-12-20 00:00:00,active
cr_0089,Snyder Creative,creator89@freeman.com,video,vlogs,NO,NOK,pro,False,False,2022-01-06 00:00:00,2023-02-03 00:00:00,2024-12-18 00:00:00,active
cr_0090,Ramirez-Carlson,creator90@peters-black.com,video,tech,DE,EUR,pro,False,True,2021-08-09 00:00:00,2023-02-03 00:00:00,2024-12-23 00:00:00,active
cr_0091,Allen Group,creator91@peters-allen.info,visual_art,photography,DE,EUR,premium,False,True,2021-05-11 00:00:00,2023-02-14 00:00:00,2024-12-26 00:00:00,active
cr_0092,Joseph West and Smith,creator92@walker-holt.com,podcasts,interviews,FR,EUR,premium,False,True,2022-06-05 00:00:00,2023-01-25 00:00:00,2024-12-28 00:00:00,active
cr_0093,Perkins Kennedy and Schmidt,creator93@barajas-pierce.com,podcasts,true_crime,US,USD,premium,False,True,2022-02-05 00:00:00,2023-02-10 00:00:00,2024-12-28 00:00:00,active
cr_0094,Chavez Parker and Hall,creator94@lee.com,writing,fiction,NO,NOK,lite,False,True,2022-04-06 00:00:00,2023-01-22 00:00:00,2024-12-26 00:00:00,active
cr_0095,Robinson Group,creator95@hardy-bray.net,visual_art,comics,DE,EUR,pro,False,True,2022-02-05 00:00:00,2023-02-20 00:00:00,2024-12-06 00:00:00,active
cr_0096,Campbell Garcia and Lee,creator96@ward.com,video,tutorials,FR,EUR,premium,False,True,2021-04-11 00:00:00,2023-02-12 00:00:00,2024-11-26 00:00:00,active
cr_0097,Ferguson Hill and Mccann,creator97@carter.info,video,vlogs,GB,USD,premium,False,False,2022-05-06 00:00:00,2023-01-31 00:00:00,2024-11-27 00:00:00,active
cr_0098,Salas PLC,creator98@harrison-alexander.com,video,gaming,US,USD,pro,False,False,2022-02-05 00:00:00,2023-01-14 00:00:00,2024-12-12 00:00:00,active
cr_0099,King Group,creator99@short.info,podcasts,true_crime,SE,EUR,pro,False,True,2021-07-10 00:00:00,2023-03-03 00:00:00,2024-12-25 00:00:00,active
cr_0100,Ray Ltd,creator100@hernandez.com,visual_art,photography,US,USD,pro,False,False,2021-04-11 00:00:00,2023-02-04 00:00:00,2024-12-15 00:00:00,active
cr_0101,Mcknight Studio,creator101@duran.com,podcasts,comedy,NL,EUR,pro,False,True,2021-05-11 00:00:00,2023-02-21 00:00:00,2024-12-28 00:00:00,active
cr_0102,James Kerr and Evans,creator102@branch.org,visual_art,digital_illustration,NL,EUR,pro,False,False,2021-06-10 00:00:00,2023-02-13 00:00:00,2024-12-09 00:00:00,active
cr_0103,Garcia Farmer and Garrett,creator103@guerrero-moore.com,education,fitness,GB,USD,pro,False,True,2021-07-10 00:00:00,2023-02-14 00:00:00,2024-12-25 00:00:00,active
cr_0104,Jones Smith and Hayes,creator104@harrison.com,video,tech,ES,EUR,pro,False,True,2021-10-08 00:00:00,2023-01-13 00:00:00,2024-12-21 00:00:00,active
cr_0105,Heath Jones and Hall,creator105@french-weber.com,podcasts,history,AU,USD,pro,False,True,2021-07-10 00:00:00,2023-02-24 00:00:00,2024-12-24 00:00:00,active
cr_0106,Wilson-Walker,creator106@kerr.com,visual_art,animation,FR,EUR,pro,False,True,2021-05-11 00:00:00,2023-02-15 00:00:00,2024-12-27 00:00:00,active
cr_0107,Martin Creative,creator107@curry.com,podcasts,history,FR,EUR,premium,False,True,2022-03-07 00:00:00,2023-02-24 00:00:00,2024-11-28 00:00:00,active
cr_0108,Barker-Lyons,creator108@mason-snyder.com,visual_art,comics,SE,EUR,pro,False,True,2022-03-07 00:00:00,2023-01-26 00:00:00,2024-12-06 00:00:00,active
cr_0109,Williams Reynolds and Morris,creator109@johnson-perez.org,podcasts,interviews,NL,EUR,premium,False,True,2021-09-08 00:00:00,2023-02-08 00:00:00,2024-12-28 00:00:00,active
cr_0110,Sampson Key and Chambers,creator110@johnston-hines.com,video,vlogs,GB,USD,pro,False,True,2022-02-05 00:00:00,2023-01-29 00:00:00,2024-12-19 00:00:00,active
cr_0111,Stone-Ramos,creator111@white-richards.info,games,lets_plays,CA,USD,premium,False,True,2022-02-05 00:00:00,2023-02-07 00:00:00,2024-12-27 00:00:00,active
cr_0112,Harrison Group,creator112@morris-garcia.com,visual_art,digital_illustration,DE,EUR,pro,False,True,2021-08-09 00:00:00,2023-02-11 00:00:00,2024-10-13 00:00:00,active
cr_0113,Jenkins-Simpson,creator113@landry.info,visual_art,digital_illustration,US,USD,premium,False,True,2021-08-09 00:00:00,2023-02-07 00:00:00,2024-12-27 00:00:00,active
cr_0114,Edwards Creative,creator114@cordova.net,podcasts,interviews,CA,USD,pro,False,True,2021-07-10 00:00:00,2023-01-11 00:00:00,2024-12-28 00:00:00,active
cr_0115,Sandoval PLC,creator115@gutierrez-lopez.com,podcasts,interviews,NL,EUR,premium,False,True,2022-06-05 00:00:00,2023-02-08 00:00:00,2024-12-23 00:00:00,active
cr_0116,Avila Garrett and Wolf,creator116@adams.com,education,music_lessons,NL,EUR,premium,False,True,2021-05-11 00:00:00,2023-01-30 00:00:00,2024-12-24 00:00:00,active
cr_0117,Gilmore-Washington,creator117@dudley.com,writing,poetry,GB,USD,pro,False,False,2021-08-09 00:00:00,2023-03-27 00:00:00,2024-12-25 00:00:00,active
cr_0118,Moore Pierce and Tran,creator118@walker.info,podcasts,comedy,NL,EUR,premium,True,False,2022-07-05 00:00:00,2023-02-16 00:00:00,2024-12-06 00:00:00,active
cr_0119,Holland and Sons,creator119@cantu-carter.com,writing,fiction,CA,USD,pro,False,True,2021-06-10 00:00:00,2023-02-09 00:00:00,2024-12-22 00:00:00,active
cr_0120,Davenport-Baird,creator120@bryant.biz,visual_art,animation,NO,NOK,pro,False,True,2021-07-10 00:00:00,2023-02-15 00:00:00,2024-12-27 00:00:00,active
cr_0121,Weeks PLC,creator121@suarez.biz,video,tutorials,US,USD,premium,False,True,2022-02-05 00:00:00,2023-01-24 00:00:00,2024-12-07 00:00:00,active
cr_0122,Villa-Romero,creator122@campbell.org,music,production,DE,EUR,lite,False,True,2022-06-05 00:00:00,2023-02-05 00:00:00,2024-12-28 00:00:00,active
cr_0123,Duarte Burns and Hernandez,creator123@washington.biz,music,production,NL,EUR,premium,False,False,2021-01-11 00:00:00,2023-02-28 00:00:00,2024-12-22 00:00:00,active
cr_0124,Cantu-Kane,creator124@allen.biz,visual_art,comics,AU,USD,lite,False,False,2022-01-06 00:00:00,2023-01-18 00:00:00,2024-12-25 00:00:00,active
cr_0125,Flores Group,creator125@mcintyre.com,education,programming,FR,EUR,premium,False,False,2022-04-06 00:00:00,2023-01-31 00:00:00,2024-12-05 00:00:00,active
cr_0126,Hanna-Martinez,creator126@rivera.com,podcasts,history,AU,USD,pro,False,True,2021-05-11 00:00:00,2023-01-29 00:00:00,2024-12-13 00:00:00,active
cr_0127,Lozano Smith and Thomas,creator127@booker.com,visual_art,digital_illustration,AU,USD,premium,False,True,2021-05-11 00:00:00,2023-02-02 00:00:00,2024-11-12 00:00:00,active
cr_0128,Hanson-Sanders,creator128@christian.net,education,fitness,DE,EUR,premium,False,True,2021-09-08 00:00:00,2023-02-15 00:00:00,,active
cr_0129,Finley-Sims,creator129@brennan-johnson.com,podcasts,comedy,NO,NOK,lite,False,True,2021-05-11 00:00:00,2023-02-05 00:00:00,,active
cr_0130,Welch Creative,creator130@francis.com,visual_art,digital_illustration,NL,EUR,premium,False,True,2022-07-05 00:00:00,2023-02-08 00:00:00,,active
cr_0131,Padilla Garcia and Jackson,creator131@berger-williams.com,education,fitness,NL,EUR,premium,False,True,2022-03-07 00:00:00,2023-01-15 00:00:00,,active
cr_0132,Howard-Jordan,creator132@schmidt.com,podcasts,comedy,NL,EUR,premium,False,True,2021-06-10 00:00:00,2023-02-07 00:00:00,,active
cr_0133,Thompson PLC,creator133@harvey-allen.org,podcasts,true_crime,AU,USD,pro,False,False,2021-06-10 00:00:00,2023-02-01 00:00:00,,active
cr_0134,Hall Ltd,creator134@stevens-estrada.info,visual_art,animation,DE,EUR,pro,False,True,2021-05-11 00:00:00,2023-02-21 00:00:00,,active
cr_0135,Byrd-Moore,creator135@landry-huerta.com,writing,journalism,CA,USD,pro,False,False,2021-11-07 00:00:00,2023-01-26 00:00:00,,active
cr_0136,Hayden Vaughn and Bryant,creator136@gonzalez-cruz.info,video,gaming,US,USD,pro,True,False,2022-06-05 00:00:00,2023-01-21 00:00:00,,active
cr_0137,Young PLC,creator137@andrews-haney.com,podcasts,history,AU,USD,pro,False,True,2022-01-06 00:00:00,2023-01-29 00:00:00,,active
cr_0138,Spence Ltd,creator138@hill-knight.com,visual_art,comics,DE,EUR,pro,False,True,2021-02-10 00:00:00,2023-03-06 00:00:00,,active
cr_0139,Mcgee Wall and Leach,creator139@lawson.com,visual_art,comics,US,USD,pro,False,True,2021-12-07 00:00:00,2023-02-13 00:00:00,,active
cr_0140,Lee King and Campos,creator140@becker.com,video,vlogs,US,USD,pro,False,True,2021-01-11 00:00:00,2023-02-09 00:00:00,,active
cr_0141,Kramer-Johnson,creator141@oconnor-davis.com,podcasts,true_crime,GB,USD,pro,False,True,2021-01-11 00:00:00,2023-03-05 00:00:00,,active
cr_0142,Burgess-Thompson,creator142@buchanan.net,visual_art,photography,US,USD,pro,False,False,2022-04-06 00:00:00,2023-01-22 00:00:00,,active
cr_0143,Mcintyre Rivas and Scott,creator143@coffey-phillips.com,video,tutorials,GB,USD,pro,True,True,2021-06-10 00:00:00,2023-02-16 00:00:00,,active
cr_0144,Mcdonald Studio,creator144@webster.biz,education,programming,US,USD,pro,False,True,2021-12-07 00:00:00,2023-02-24 00:00:00,,active
cr_0145,Diaz Gibbs and Smith,creator145@martinez.com,visual_art,animation,DE,EUR,pro,False,True,2021-05-11 00:00:00,2023-02-06 00:00:00,,active
cr_0146,James Little and Watson,creator146@hall.net,podcasts,interviews,NL,EUR,premium,False,False,2021-06-10 00:00:00,2023-02-05 00:00:00,,active
cr_0147,Herman-Walker,creator147@reid.com,podcasts,true_crime,GB,USD,pro,False,True,2021-04-11 00:00:00,2023-02-08 00:00:00,,active
cr_0148,Ortiz Taylor and Shah,creator148@ferrell-wilson.com,podcasts,history,AU,USD,premium,False,False,2021-01-11 00:00:00,2023-02-11 00:00:00,,active
cr_0149,Taylor Chavez and Santiago,creator149@horton.com,visual_art,photography,GB,USD,pro,True,False,2021-10-08 00:00:00,2023-01-23 00:00:00,,active
cr_0150,Pena-Bass,creator150@russell.com,video,vlogs,GB,USD,premium,False,False,2021-11-07 00:00:00,2023-02-16 00:00:00,,active
cr_0151,Ramos and Sons,creator151@garcia-jennings.net,education,programming,NL,EUR,lite,False,True,2021-10-08 00:00:00,2023-02-13 00:00:00,,active
cr_0152,Howard Sanders and Lopez,creator152@rush.com,visual_art,digital_illustration,SE,EUR,pro,False,True,2021-06-10 00:00:00,2023-02-05 00:00:00,,active
cr_0153,Lewis Fowler and Maddox,creator153@buchanan.com,podcasts,comedy,AU,USD,pro,False,True,2021-06-10 00:00:00,2023-01-17 00:00:00,,active
cr_0154,Harris Gallegos and Spencer,creator154@robinson.com,education,languages,DE,EUR,premium,False,True,2021-02-10 00:00:00,2023-01-31 00:00:00,,active
cr_0155,Smith Garrison and Thomas,creator155@fernandez.com,video,gaming,ES,EUR,pro,False,True,2021-08-09 00:00:00,2023-02-14 00:00:00,,active
cr_0156,Delacruz Anderson and Howard,creator156@chapman.com,video,tutorials,GB,USD,premium,False,True,2021-12-07 00:00:00,2023-01-16 00:00:00,,active
cr_0157,Williams-Harmon,creator157@wilson.com,music,original,GB,USD,pro,False,True,2021-06-10 00:00:00,2023-02-10 00:00:00,,active
cr_0158,Wheeler Hayes and Walker,creator158@williams.net,visual_art,comics,NL,EUR,pro,False,False,2021-09-08 00:00:00,2023-02-14 00:00:00,,active
cr_0159,Ellis-Maynard,creator159@lutz.biz,visual_art,comics,ES,EUR,premium,False,False,2022-06-05 00:00:00,2023-01-21 00:00:00,,active
